id,invitation,review,reviewer_rating,annotation_round,r1,r2,r3,r4,r5,s1,s2,s3,s4,s5,proportional_agreement,average,majority
S1gpjKyptV,ICLR.cc/2019/Workshop/DeepGenStruct/-/Paper40/Official_Review,"The authors propose a loss function to generate natural images that include two separate objects via a GAN.  The loss uses a sort of self-supervision by noting that the decomposition of a natural image with two objects into individual object images should match closely to the original object images.  The decomposition and composition network are then learned jointly.  Additionally, at test time, the authors provide a loss that tunes pixels to preserve color and texture.

I thought this short paper was quite clear (given space constraints) --- the objective was presented and described well.

The authors claim originality that the composition self-consistency loss is a new insight --- I am not familiar with work that conflicts with that claim, though I cannot be certain.

Questions/comments
- What are the qualitative and quantitative differences between the $\\hat{c}^{after}$ and $\\hat{c}^{after}_s$ images?  This should be made a bit more clear in the text.
- In the CelebA + Glasses experiment, what were the composite images used to train?","5: Top 15% of accepted papers, strong accept",1,0,1,0,1,0,I thought this short paper was quite clear (given space constraints) --- the objective was presented and described well.,,,,,0.4,0.4,0
S1gsJSsy2m,ICLR.cc/2019/Conference/-/Paper857/Official_Review,"In this paper the authors develop the clever idea to use attractor networks, inspired by Hopfield nets, to ""denoise"" a recurrent neural network.  The idea is that for every normal step of an RNN, one induces an additional ""dimension"" of recurrency in order to create attractor dynamics around that particular hidden state. The authors introduce their idea and run some basic experiments. This paper is well written and the idea is novel (to me) and worthy of exploration.  Unfortunately, the experiments are seriously lacking in my opinion, as I believe *the major focus* of those experiments should be comparisons to other denoising / regularization techniques.

MAJOR

The point is taken that RNNs are susceptible to noise due to iterated application of the function. In my experience, countering noise (in the sense of gaussian noise added) isn't a huge problem in practice because there are many regularization methodologies to handle it. This leads me to the point that I think the experiments need to compare across a number of regularization techniques.  The paper is motivated by discussion of noise, ""noise robustness is a highly desirable property in neural networks"", and the experiments show improved performance on smaller datasets, all of which speak to regularization. So I believe comparisons with regularization techniques are pretty important here. 

MODERATE

There is some motivation at the beginning of this piece, in particular about language, and does not contain citations, but should.

""Training is in complete batches to avoid the noise of mini-batch training.""  Please explain, I guess this is not a type of noise that the method handles? 

What about problems that require graded responses, which is likely anything requiring integration? For example,  what happens in the majority task if the inputs were switched to a non-discrete version, where one must hold analog numbers?


MINOR

Any discussion about the (presumably dramatic) increase in training time due to the attractor dynamics unrolling + additional batching due to noise vectors (if I understood correctly)?

What are your confidence intervals over?  Presumably, we'd like to get confidence over multiple network instantiations.

Pg 1. Articulated neural network? 


QUESTIONS

Does using a the 'c' variable as a bias instead of an initial condition really matter? 

How does supervised training via eqn (4) relate to the classic training of Hopfield nets? I assume not at all, but it would be useful to clarify?

What RNN architecture did you use in the Figure 5 simulations (tanh vanilla RNN or GRU?)
"," one induces an additional """"dimension"""" of recurrency in order to create attractor dynamics around that particular hidden state. The authors introduce their idea and run some basic experiments. This paper is well written and the idea is novel (to me) and worthy of exploration.  Unfortunately",2,1,2,1,1,1,"1,3-This paper is well written and the idea is novel (to me) and worthy of exploration. Unfortunately, the experiments are seriously lacking in my opinion, as I believe *the major focus* of those experiments should be comparisons to other denoising / regularization techniques.","2,5-Unfortunately, the experiments are seriously lacking in my opinion, as I believe *the major focus* of those experiments should be comparisons to other denoising / regularization techniques.",,,"2,5-Unfortunately, the experiments are seriously lacking in my opinion, as I believe *the major focus* of those experiments should be comparisons to other denoising / regularization techniques.",0.6,1.2,1
S4hlKFqSn-q,ICLR.cc/2022/Workshop/OSC/Paper24/-/Official_Review,"Summary: The paper proposes an object-centric architecture for reward functions that can be quickly learned using a single expert demonstration followed by a small number of queries asked to an oracle to find out whether the task was successful or not. The reward function consists of a reward function, a graph, and equivalence function assignments for each graph edge. The reward function is compositional and object-centric in the sense that the full reward is an average of reward computed per object pair. The graph determines which object pairs should be considered during reward calculation based on which edges are present in the graph. Finally, to each edge, a set of equivalence functions are assigned from a predefined function library. When the contribution of each object pair to the reward is computed, the object pair can be fed to its equivalence functions to nullify the effects of transformations (such as rotation or scaling) that do not violate the task goal.

The learning takes an iterative active-learning-based approach. An initial reward function is first learned using M-AIRL which returns a reward function and a fully connected graph. In each iteration, a slightly different graph and equivalence assignment proposals are sampled with respect to the previous ones and then a reward function is trained. A final state is generated based on the newly trained reward function and the final state is queried against the oracle to find out if this state is acceptable. Based on this feedback the proposal (along with the reward function) is either accepted or discarded and the iterations continue until a stopping criterion. 

Pros: Demonstrates an interesting use-case for object-centric representations that shows sample efficient learning of reward functions and generalization to unseen environments.

Cons: Adding a brief description of M-AIRL could be helpful.

Conclusion: The paper is interesting and relevant for the workshop.
","2: Good workshop paper, accept",2,1,0,1,0,0,,,,"1,2-Demonstrates an interesting use-case for object-centric representations that shows sample efficient learning of reward functions and generalization to unseen environments.~~~3-Adding a brief description of M-AIRL could be helpful.~~~1-The paper is interesting and relevant",1-<Demonstrates an interesting use-case for object-centric representations that shows sample efficient learning of reward functions and generalization to unseen environments.>,0.4,0.4,0
SAexlUirnW5,ICLR.cc/2022/Workshop/OSC/Paper15/-/Official_Review,"Summary: The authors introduce a new problem setup where the agent observes a trajectory and is given a text description of a target trajectory. The agent must predict new initial conditions (i.e. an intervention) for a given pivot object such that when the dynamics are rolled out, the resulting trajectory conforms to the input text description. The authors propose to do this prediction by constructing an event-based tree and then performing a symbolic search on this tree.

Pros: 
1. The idea of the event tree is interesting and novel. 
2. The experiment results show the clear benefit of using the event tree in comparison to feed-forward prediction using DeepSets. It is also more computationally efficient than the brute force method.
3. Analysis shows the benefit of using a GNN for learning the value model.

Cons: 
1. Description of the forward model is limited and it is unclear if it is learned from data.
2. What does the forward model output in more formal terms? 

Conclusion: The paper is interesting and relevant for the workshop.
","2: Good workshop paper, accept",1,1,1,0,0,0,,,,,,0.4,0.4,0
SJgexWfknE,icaps-conference.org/ICAPS/2019/Workshop/KEPS/-/Paper11/Official_Review,"This paper introduces an approach for refining PDDL+ process' models description. The underlying idea is to generate plans using an existing —even if inaccurate— model, observe how the predicted execution differs from an actual (or simulated) execution, and refine the PDDL+ accordingly. For refining purposes decision trees are used, and are analysed for identifying conditions to be used for the different processes values. In fact, the refined domain models is likely to include a large number of processes, where each of them has different numerical effects, according to the surrounding conditions.

The paper is well written and easy to follow. The approach is well-motivated, and has the potential to foster the use of PDDL+ in real-world applications, as it reduces the pressure on knowledge engineers, and support maintainability. 

As future areas of work, it would be great to assess whether different approaches for learning have the potential to overcome some of the issues of decision trees, or if more sophisticated features selection methods can substantially improve the accuracy of refined models. ", observe how the predicted execution differs from an actual (or simulated) execution,2,0,0,0,0,0,"1-The paper is well written and easy to follow. The approach is well-motivated, and has the potential to foster the use of PDDL+ in real-world applications, as it reduces the pressure on knowledge engineers, and support maintainability. ~~~2,3-As future areas of work, it would be great to assess whether different approaches for learning have the potential to overcome some of the issues of decision trees, or if more sophisticated features selection methods can substantially improve the accuracy of refined models.",,,"1-The paper is well written and easy to follow.~~~1,2-The approach is well-motivated, and has the potential to foster the use of PDDL+ in real-world applications, as it reduces the pressure on knowledge engineers, and support maintainability.~~~2,3-As future areas of work, it would be great to assess whether different approaches for learning have the potential to overcome some of the issues of decision trees, or if more sophisticated features selection methods can substantially improve the accuracy of refined models.","1-<The paper is well written and easy to follow. The approach is well-motivated, and has the potential to foster the use of PDDL+ in real-world applications>",1,0,0
Skg_bLZFtE,ICLR.cc/2019/Workshop/LLD/-/Paper58/Official_Review,"This paper presents a simple method to incorporate gaze signals into standard CNNs for image classification, adding an extra term in the loss function. The term is based in the difference between the Class Activation Map obtained from the model, and the human map constructed using the eye tracking information. The authors apply their method to the POET dataset and report interesting results when using different sizes for the training set. They show that the gazed network achieved equivalent performance to that of a standard CNN using less training data for intermediate data regimes.

The paper well written. It presents a simple idea which has a lot of potential, specially in the context of medical data (as suggested by the authors in their planned future works). Some comments I would like to see in the camera ready version of this work:

- It is not clear how the human attention map is constructed. The authors just say that this is obtained by ""integrating the eye tracking signal in time"". Since this is a crucial element in their framework, I would like to see a detailed description of how this is obtained. If space constraint is a problem, you could just add an appendix section with this info.
- In the orange line in Figure 2 (the line associated to the standard CNN) I do not see the std. This value is reported in table 2 (Appendix B), so I guess this can be a problem related to image transparency. Please, fix this problem so that we can see the confidence interval for the standard CNN as we can do with the gazed CNN.
- Do you think this idea could be also useful to improve image segmentation based on CNNs with limited data?

Minor corrections:
- In Section 4: ""To test the this hypothesis"" should be ""To test this hypothesis"".
", I would like to see a detailed description of how this is obtained. If space constraint is a problem,2,0,1,0,0,0,,,,"1-The paper well written. It presents a simple idea which has a lot of potential, specially in the context of medical data (as suggested by the authors in their planned future works).~~~2,3-Some comments I would like to see in the camera ready version of this work:
 
 - It is not clear how the human attention map is constructed. The authors just say that this is obtained by Ã¢â‚¬Å“integrating the eye tracking signal in timeÃ¢â‚¬Â. Since this is a crucial element in their framework, I would like to see a detailed description of how this is obtained. If space constraint is a problem, you could just add an appendix section with this info.
 - In the orange line in Figure 2 (the line associated to the standard CNN) I do not see the std. This value is reported in table 2 (Appendix B), so I guess this can be a problem related to image transparency. Please, fix this problem so that we can see the confidence interval for the standard CNN as we can do with the gazed CNN.
 - Do you think this idea could be also useful to improve image segmentation based on CNNs with limited data?~~~3,2-Minor corrections:
 - In Section 4: Ã¢â‚¬Å“To test the this hypothesisÃ¢â‚¬Â should be Ã¢â‚¬Å“To test this hypothesisÃ¢â‚¬Â.","1-<The paper well written. It presents a simple idea which has a lot of potential, specially in the context of medical data>~~~3-< Please, fix this problem so that we can see the confidence interval for the standard CNN as we can do with the gazed CNN.>",0.6,0.2,0
Skozh1abf,ICLR.cc/2018/Conference/-/Paper1065/Official_Review,"The authors explore how sequence models that look at proprioceptive signals from a simulated or real-world robotic hand can be used to decode properties of objects (which are not directly observed), or produce entropy maximizing or minimizing motions.

The overall idea presented in the paper is quite nice: proprioception-based models that inject actions and encoder/pressure observations can be used to measure physical properties of objects that are not directly observed, and can also be used to create information gathering (or avoiding) behaviors. There is some related work that the authors do not cite that is highly relevant here. A few in particular come to mind:

Yu, Tan, Liu, Turk. Preparing for the Unknown: uses a sequence model to estimate physical properties of a robot (rather than unobserved objects)

Fu, Levine, Abbeel. One-Shot Learning of Manipulation Skills: trains a similar proprioception-only model and uses it for object manipulation, similar idea that object properties can be induced from proprioception

But in general the citations to relevant robotic manipulation work are pretty sparse.

The biggest issue with the paper though is with the results. There are no comparisons or reasonable baselines of any kind, and the reported results are a bit hard to judge. As far as I can understand, there are no quantitative results in simulation at all, and the real-world results are not good, indicating something like 15 degrees of error in predicting the pose of a single object. That doesn't seem especially good, though it's also very hard to tell without a baseline.

Overall, this seems like a good workshop paper, but probably substantial additional experimental work is needed in order to evaluate the practical usefulness of this method. I would however strongly encourage the authors to pursue this research further: it seems very promising, and I think that, with more rigorous evaluation and comparisons, it could be quite a nice paper!

One point about style: I found the somewhat lofty claims in the introduction a bit off-putting. It's great to discuss the greater ""vision"" behind the work, but this paper suffers from a bit too much high-level vision and not enough effort put into explaining what the method actually does.",4: Ok but not good enough - rejection,2,1,2,1,1,0,"1-Overall, this seems like a good workshop paper, but probably substantial additional experimental work is needed in order to evaluate the practical usefulness of this method. I would however strongly encourage the authors to pursue this research further: it seems very promising, and I think that, with more rigorous evaluation and comparisons, it could be quite a nice paper!~~~2,3-The biggest issue with the paper though is with the results. There are no comparisons or reasonable baselines of any kind, and the reported results are a bit hard to judge. As far as I can understand, there are no quantitative results in simulation at all, and the real-world results are not good, indicating something like 15 degrees of error in predicting the pose of a single object. That doesn't seem especially good, though it's also very hard to tell without a baseline.","3,2-As far as I can understand, there are no quantitative results in simulation at all, and the real-world results are not good, indicating something like 15 degrees of error in predicting the pose of a single object. That doesn't seem especially good, though it's also very hard to tell without a baseline.",,"[[This is one of the hardest for me to judge. It meets each of the positivity guidelines at some point, but still feels like it should be reworded to avoid toxicity.]]","1-<I would however strongly encourage the authors to pursue this research further: it seems very promising, and I think that, with more rigorous evaluation and comparisons, it could be quite a nice paper!>",0.3,1,1
SkxLzVYy5E,ICLR.cc/2019/Workshop/LLD/-/Paper8/Official_Review,"The authors present a novel normalization procedure based on weighted maximum likelihood. They extend the idea to make it works for feedforward neural networks.

Globally, the paper is clear and well written, and the contribution interesting.

The algorithm is well-motivated, and the related work is explained clearly.  I like the flexibility of the algorithm, highlighted in section 3.3. However, the step ""increment"" in Algorithm 1 could be explained more clearly. I think it is worth to include a quick discussion on the complexity of one iteration, and compare it to other regularisation procedure.

The numerical experiments seem promising, and the combination of the regularisation procedure with layernorm gives impressive results when classes are imbalanced.

In conclusion, I recommend acceptance of this paper.","4: Top 50% of accepted papers, clear accept",2,0,0,0,0,0,"1-Globally, the paper is clear and well written, and the contribution interesting.~~~1-The algorithm is well-motivated, and the related work is explained clearly.~~~1,3-I like the flexibility of the algorithm, highlighted in section 3.3. However, the step ""increment"" in Algorithm 1 could be explained more clearly. I think it is worth to include a quick discussion on the complexity of one iteration, and compare it to other regularisation procedure.~~~1-The numerical experiments seem promising, and the combination of the regularisation procedure with layernorm gives impressive results when classes are imbalanced.",,,"1-the paper is clear and well written, and the contribution interesting.~~~1,2-The algorithm is well-motivated, and the related work is explained clearly.~~~2-I like the flexibility of the algorithm, highlighted in section 3.3.~~~2,3-However, the step ""increment"" in Algorithm 1 could be explained more clearly. I think it is worth to include a quick discussion on the complexity of one iteration, and compare it to other regularisation procedure.~~~1,2-The numerical experiments seem promising, and the combination of the regularisation procedure with layernorm gives impressive results when classes are imbalanced.","1,2-<The algorithm is well-motivated, and the related work is explained clearly. I like the flexibility of the algorithm, highlighted in section 3.3. However, the step ""increment"" in Algorithm 1 could be explained more clearly. I think it is worth to include a quick discussion on the complexity of one iteration, and compare it to other regularisation procedure.>",1,0,0
SyKJh-qlM,ICLR.cc/2018/Conference/-/Paper791/Official_Review,"This paper introduces a machine learning adaptation of the active inference framework proposed by Friston (2010), and applies it to the task of image classification on MNIST through a foveated inspection of images. It describes a cognitive architecture for the same, and provide analyses in terms of processing compression and ""confirmation biases"" in the model.
- Active perception, and more specifically recognition through saccades (or viewpoint selection) is an interesting biologically-inspired approach and seems like an intuitive and promising way to improve efficiency. The problem and its potential applications are well motivated.
- The perception-driven control formulation is well-detailed and simple to follow.
- The achieved compression rates are significant and impressive, though additional demonstration of performance on more challenging datasets would have been more compelling

Questions and comments:
- While an 85% compression rate is significant, 88% accuracy on MNIST seems poor. A plot demonstrating the tradeoff of 
accuracy for compression (by varying Href or other parameters) would provide a more complete picture of performance. Knowing baseline performance (without active inference) would help put numbers in perspective by providing a performance bound due to modeling choices.
- What does the distribution of number of saccades required per recognition (for a given threshold) look like over the entire dataset, i.e. how many are dead-easy vs difficult?
- Steady state assumption: How can this be relaxed to further generalize to non-static scenes?
- Figure 3 is low resolution and difficult to read.

Post-rebuttal comments:

I have revised my score after considering comments from other reviewers and the revised paper. While the revised version contains more experimental details, the paper in its present form lacks comparisons to other gaze selection and saliency models which are required to put results in context. The paper also contains grammatical errors and is somewhat difficult to understand. Finally, while it proposes an interesting formulation of a well-studied problem, more comparisons and analysis are required to validate the approach.
", and more specifically recognition through saccades (or viewpoint selection) is an interesting biologically-inspired approach and seems like an intuitive and promising way to improve efficiency. The problem and its potential applications are well motivated.,2,1,1,1,0,0,,,,,"1-<The problem and its potential applications are well motivated.>~~~1,2-<The achieved compression rates are significant and impressive, though additional demonstration of performance on more challenging datasets would have been more compelling>",0.4,0.6,1
SylU6f9xiE,icaps-conference.org/ICAPS/2019/Workshop/KEPS/-/Paper2/Official_Review,"This paper defines a decidable fragment of epistemic planning that can be compiled to fully-observable nondeterministic (FOND) planning, and keeps the same computational complexity. A small case-study is provided to demonstrate the fruitfulness of the compilation.

Generally, the paper provides the necessary context to the user, and it is well contextualised. The theoretical side is sound, and the compilation approach is described at an appropriate level of detail. The example helps to understand part of the details, and gives some useful descriptions of the resulting operators. 

As a suggestion for further improvements, and given the topic of the workshop, it would have been nice to provide some additional insights into the characteristics of the generated models. How can they be made easier to handle by planning engines? what are the most challenging aspects? Are there aspects of the language that are forcing the use of some caveats?

* Minor issues
- don't -> do not
- ""As explained in Section, "" -> the AAAI template does not enumerate sections.",3: Marginally above acceptance threshold,2,1,0,0,0,0,,,,"1,2-Generally, the paper provides the necessary context to the user, and it is well contextualised. The theoretical side is sound, and the compilation approach is described at an appropriate level of detail. The example helps to understand part of the details, and gives some useful descriptions of the resulting operators.~~~2,3-As a suggestion for further improvements, and given the topic of the workshop, it would have been nice to provide some additional insights into the characteristics of the generated models. How can they be made easier to handle by planning engines? what are the most challenging aspects? Are there aspects of the language that are forcing the use of some caveats?","1-<Generally, the paper provides the necessary context to the user, and it is well contextualised. The theoretical side is sound, and the compilation approach is described at an appropriate level of detail.>",0.6,0.2,0
vLCITCEc32,MIDL.io/2020/Conference/Paper322/-/Official_Review,"This work is based on a private dataset of 332 CT slices (not volumes!) from 140 patients with three different types of annotated liver lesions (cysts, hemangiomas, mets). They compare two multi-task approaches for segmentation and classification and two baseline (ablation, single-task) approaches on this dataset. Additionally, the encoders are either randomly initialised or pretrained on ImageNet (out of domain) or the LiTS dataset (same domain).

The number of 2D slices being used is relatively small, which limits the contribution to some degree, but the setup is solid and the results definitely interesting.

I missed some details on the architectures (numbers of filters, for instance) and possible image preprocessing.  I also wondered if the number of resolution levels is really only 3, which would limit the receptive field (without knowing any details about the employed blocks, it is hard to guess, but it could be around 44Â² pixels theoretical maximum, the ERF being even smaller).

It would also have been interesting to do an ablation study on the SE (squeeze & excitation) blocks, but at least they were used in all four compared approaches, so the comparison is fair.

Overall, I would rate it between 3 and 4, but I do think it is a nice contribution to MIDL, so I voted 4 (""strong"" accept).",4: Strong accept,2,1,0,0,0,0,,,,"3,1-The number of 2D slices being used is relatively small, which limits the contribution to some degree, but the setup is solid and the results definitely interesting.~~~3-I missed some details on the architectures (numbers of filters, for instance) and possible image preprocessing. I also wondered if the number of resolution levels is really only 3, which would limit the receptive field (without knowing any details about the employed blocks, it is hard to guess, but it could be around 44Ã‚Â² pixels theoretical maximum, the ERF being even smaller). It would also have been interesting to do an ablation study on the SE (squeeze & excitation) blocks, but at least they were used in all four compared approaches, so the comparison is fair.~~~1-I do think it is a nice contribution to MIDL","1-< but the setup is solid and the results definitely interesting.> ~~~ 3-< would also have been interesting to do an ablation study on the SE (squeeze & excitation) blocks, but at least they were used in all four compared approaches, so the comparison is fair.>",0.6,0.2,0
wkTlp0FQB4N,ICLR.cc/2021/Conference/Paper1930/-/Official_Review,"The paper discuss how to detect erroneous steps in gradient descent on a non-trusted GPU using a separate slower trusted execution environment,
by randomly deciding in each step whether to check the values returned by the GPU, as well as using small learning rates and clipping the gradients to ensure all updates are small.

The reason for checking this is based on the assumption that since GPU calculations are out sourced there may be trust issues and attackers with control of the
values returned by the GPU can alter the final network in subtle ways. 

The paper includes experiments and shows that this approach is faster than just running everything on the trusted execution environment.
The experiments test an attack approach where the attacker tries to inject some bad samples to get some success of making the network being trained output some particular class on a particular image kind.


I have questions about the model. It is explained that the attacker is full control of CPU and GPU etc. but it is also assumed the attacker runs the code on GPU as expected. I would prefer a complete black box model, where the system can input model, batches, parameters etc. to the GPU and get whatever it wants back, i.e. gradients, activations, whatever you desire and given an input the attacker can decide to return whatever you want.

It seems the attacker is seemingly completely oblivious to the actual network, and parameters being used, and only measures his current success rate, and seems very naive. 

Finally, the time is measure compared to a pure based TEE solution which is stated in the paper as completely unsatisfactory, and should instead be compared with training time without using any form of verification as this is the target.

In my opinion this paper is an implementation of a straight forward idea and the theorems for setting the probability parameters  are basic probably computations.
There is no theoretical contribution in the paper and all the arguments are heuristically based on some intuition about training dynamics.

In short, in my opinion the paper is simply not relevant or strong enough to warrant acceptance at ICLR.

",3: Clear rejection,1,1,2,1,1,0,,"It seems the attacker is seemingly completely oblivious to the actual network, and parameters being used, and only measures his current success rate, and seems very naive.","There is no theoretical contribution in the paper and all the arguments are heuristically based on some intuition about training dynamics. ~~~ In short, in my opinion the paper is simply not relevant or strong enough to warrant acceptance at ICLR.",seems very naive.~~~There is no theoretical contribution in the paper and all the arguments are heuristically based on some intuition about training dynamics.,,0.3,1,1
Wl1eR9aJh1,NeurIPS.cc/2022/Workshop/HITY/Paper23/-/Official_Review,The paper proposes a novel method that modifies implicit constrained optimization (ICO) in a way that the constraint influences the top layer of the network only. The reasoning the authors provide is that the top layer is associated to be responsible for the problem at hand while the bottom layers of a network provide general features. This is definitely an interesting take and simplification which merits further attention. ,1: accept,1,1,0,0,0,0,,,,,,0.6,0.2,0
wwBG26i8lE,NeurIPS.cc/2022/Workshop/HITY/Paper15/-/Official_Review,"In this paper, it is shown that algorithms based on active learning perform better than recent data subset selection algorithms.  Furthermore, an attempt has been made to explain why this is the case. The results look promising, and the text is clear.

Figure 1 and Figure 2: Please provide information over how many seeds you averaged and state the uncertainty intervals. If only one measurement was done, this result may not be significant.

Section 3.3: Please explain why it is a fair and valid comparison if the one algorithm uses 18000 samples, whereas the other only uses 8000. To me, a fair comparison would have been if only a subset of the random initial set is used to keep the amount of training data comparable (i.e. 4000 random and 4000 from the corresponding bin).
Please repeat this experiment on CIFAR-100 and Imagenet-30 to strengthen your statements.
",1: accept,2,1,0,0,0,0,,,,"1-The results look promising, and the text is clear.~~~2,3-Figure 1 and Figure 2: Please provide information over how many seeds you averaged and state the uncertainty intervals. If only one measurement was done, this result may not be significant.~~~2,3-
 Section 3.3: Please explain why it is a fair and valid comparison if the one algorithm uses 18000 samples, whereas the other only uses 8000. To me, a fair comparison would have been if only a subset of the random initial set is used to keep the amount of training data comparable (i.e. 4000 random and 4000 from the corresponding bin).
 Please repeat this experiment on CIFAR-100 and Imagenet-30 to strengthen your statements.","1-<The results look promising, and the text is clear.>~~~ 2,3-<lease repeat this experiment on CIFAR-100 and Imagenet-30 to strengthen your statements.>",0.6,0.2,0
-x1PPh8dev,ICLR.cc/2021/Conference/Paper2045/-/Official_Review,"This paper proposed a new distributed training method for GNNs. Specifically, unlike traditional distributed training methods for CNNs where data points are independent, nodes in a graph are dependent on each other. Thus, this dependence incurs communication between different workers in the distributed training of GNNs. This paper aims to reduce the communication cost in this procedure. Here, this paper proposed to sample more neighbor nodes within the same worker while reducing the sampling probability for the neighbor nodes on other workers. It also provides some theoretical analysis and conducts the experiments to verify the proposed method. 

1. The idea is simple. It is just a trad-off between intra-worker sampling and inter-worker sampling. In fact, it does not address the real challenge in distributed training of GNNs. Even though sampling more intra-worker neighbor nodes can reduce the communication cost, it will impair the prediction performance. A good solution should reduce communication costs and try to make the prediction performance as good as possible. However, this method only focuses on the former one. 

2. In the proof of Theorem 1, this paper assumes there exists a constant $D_1$, and further claims that $D$ is small. However, no evidence is provided to verify $D$ is small. Thus, the claim in Theorem 1 does not hold. Moreover, without any knowledge regarding $D$, the bound for $s$ is useless. 

3. Regarding experiments, an important baseline is missed. Specifically, the method only using intra-worker neighbor nodes should be used. Otherwise, the current experimental results cannot support the efficacy of the proposed method.",4: Ok but not good enough - rejection,2,1,1,1,1,1,,,,"[[Bare minimum respect, but not positive]]",,1,1,1
XMHZSU0fP7X,ICLR.cc/2021/Conference/Paper2487/-/Official_Review,"The paper studies dynamic graph embedding and proposes the method that first transforms the signal of certain edge's existence to its frequency domain by DFT and then considers it as edge features followed by the simplified vanilla GCN.  
Pros:
  1. The idea of using DFT to capture the dynamics is simple yet powerful based on the results of experiments.
  2. The experiments are able to show the improvements in various tasks.
Cons:
  1. The definition of the edge existence signal f is not clear (e.g., Eq. 2). It's not defined how to compute the probability in Eq. 2, so I bet the authors directly use existence as Pr=1 and non-existence as Pr=0. But it's not clearly mentioned in Section 4.1. Similarly, how to compute the conditional probability in Eq. 5 is also not clear. 
  2. Usually in graph learning (especially GCNs), receptive field denotes the nodes that are used for aggregations. The paper claims the proposed FTSE has a larger receptive field, but didn't give the reason. 
  3. The proposed method actually remove the dependencies between two timestamps, which are usually very important information to capture the network dynamics. This is one limitation of the paper.
  4. The notations are inconsistent. In Eq. 6, what is i? In Appendix C, the symbol N is first denoted as the embedding vector dimension, but then used as the number of nodes.
  5. My major concern is the complexity analysis. Based on Eq. 4, the features in frequency domain are computed for every node pairs (i.e., N^2). That's why when conducting the convolutions in Eq. 6, the complexity is O(N^2), which is a bit high compared to the vanilla GCNs where the adjacency matrix is very sparse (i.e., |E| number of edges). Based on this, I think the complexity analysis in Appendix C is not fair. In the analysis, the authors directly assume dense matrix multiplication (e.g., the multiplication between A and X has O(N^3) time complexity), which is true for the proposed method. However, for the baseline which uses vanilla GCN + RNN, GCN only has O(|E|) time complexity.",5: Marginally below acceptance threshold,1,1,1,1,1,1,,,,,,1,1,1
yh3YXD5moG,MIDL.io/2020/Conference/Paper198/-/Official_Review,"The authors propose a method for brain MRI segmentation quality control (QC). Their method makes use of pix2pix to generate a synthetic MRI from the segmentation result and then compares the synthetic and original MRIs to create an error map. This error map and the original MRI are then input to a CNN that classifies the result as either good or bad.

Strengths:
-	Using pix2pix to generate synthetic MRI in order to create error maps is interesting and can be used to localize areas of segmentation error, and initial results appear promising.
-	Training (n=1,600 subjects) and testing (n=~800) set sizes are large, demonstrating robust evaluation.

Weaknesses:
-	Evaluation of the segmentation error maps is limited to qualitative visual inspection. Some form of qualitative evaluation would be useful.
-	It is unclear how the training/testing images were scored and under what criteria, which would be useful for understanding the good/bad rating system.
-	While segmentation QC is a valuable tool, summarizing the entire segmentation quality into a single binary good/bad may not be useful for practical use. It is very subjective to say that something is good/bad, for example Fig 2a and Fig 2c show dramatically different severity of segmentation error. This ""amount"" of error may be more valuable than binary good/bad, and let the users decide their tolerance for error.

This is an interesting topic, and I generally like the pix2pix approach to compare against the original imaging as a way to get to a segmentation error map; however, I am less enthusiastic about second half of the proposal, the classification methodology, as I think binary evaluation does not necessarily have straightforward clinical utility. Instead, it seems that quantification of the error map as a measure of quality would be more useful.
", and let the users decide their tolerance for error.,2,1,0,0,0,0,,,,"1,2-Using pix2pix to generate synthetic MRI in order to create error maps is interesting and can be used to localize areas of segmentation error, and initial results appear promising.~~~1,2-Training (n=1,600 subjects) and testing (n=~800) set sizes are large, demonstrating robust evaluation.~~~2,3-Evaluation of the segmentation error maps is limited to qualitative visual inspection. Some form of qualitative evaluation would be useful.~~~2,3-It is unclear how the training/testing images were scored and under what criteria, which would be useful for understanding the good/bad rating system.~~~2,3-While segmentation QC is a valuable tool, summarizing the entire segmentation quality into a single binary good/bad may not be useful for practical use. It is very subjective to say that something is good/bad, for example Fig 2a and Fig 2c show dramatically different severity of segmentation error. This Ã¢â‚¬Å“amountÃ¢â‚¬Â of error may be more valuable than binary good/bad, and let the users decide their tolerance for error.","1-<This is an interesting topic, and I generally like the pix2pix approach to compare against the original imaging as a way to get to a segmentation error map>",0.6,0.2,0
